InputID,Traveller_ID,Traveller_Country,Photography,location_Type,Travel_Year,Travel_month,month,rating,sentiment_comments
30351,349,"United Kingdom","No photography",Beaches,2018,12,December,3,Positive
30353,350,India,"No photography",Beaches,2018,10,October,4,Positive
30354,351,Bahrain,"No photography",Beaches,2018,12,December,5,Positive
30355,352,India,"No photography",Beaches,2018,11,November,5,Positive
30356,353,India,"No photography",Beaches,2018,11,November,4,Positive
30357,354,"United Kingdom","No photography",Beaches,2018,12,December,4,Positive
30358,355,"United Kingdom","No photography",Beaches,2018,11,November,5,Positive
30359,356,"United States","No photography",Beaches,2018,11,November,5,Positive
30360,357,"United Kingdom","No photography",Beaches,2018,10,October,4,Positive
30361,358,India,"No photography",Beaches,2018,1,January,4,Positive
30362,359,"United Kingdom","No photography",Beaches,2018,11,November,3,Positive
30363,360,Switzerland,"No photography",Beaches,2018,11,November,5,Positive
30364,361,"United Kingdom","No photography",Beaches,2018,11,November,5,Positive
30365,362,Norway,"No photography",Beaches,2018,11,November,4,Negative
30366,363,"United States","No photography",Beaches,2018,9,September,4,Neutral
30367,364,"United Kingdom","No photography",Beaches,2018,10,October,5,Positive
30369,365,"United Kingdom","No photography",Beaches,2018,10,October,5,Positive
30370,366,Australia,"No photography",Beaches,2018,9,September,2,Positive
30371,367,India,"No photography",Beaches,2018,8,August,5,Positive
30372,368,Spain,"No photography",Beaches,2018,10,October,5,Positive
30373,369,Australia,"No photography",Beaches,2018,9,September,5,Positive
30374,370,India,"No photography",Beaches,2018,9,September,4,Positive
30375,371,Australia,"No photography",Beaches,2018,9,September,2,Positive
30376,372,"United Kingdom","No photography",Beaches,2018,8,August,2,Positive
42517,372,"United Kingdom","No photography","Bodies of Water",2018,9,September,1,Negative
30377,373,Spain,"No photography",Beaches,2018,9,September,5,Positive
30378,374,"United Arab Emirates","No photography",Beaches,2018,8,August,4,Positive
45888,374,"United Arab Emirates","No photography",Gardens,2018,9,September,5,Positive
30379,375,"United Kingdom","No photography",Beaches,2018,9,September,5,Positive
30380,376,"United Kingdom","No photography",Beaches,2018,9,September,5,Positive
30381,377,"United Kingdom","No photography",Beaches,2018,9,September,4,Positive
30383,378,India,"No photography",Beaches,2018,9,September,4,Positive
30384,379,Mongolia,"No photography",Beaches,2019,1,January,5,Positive
30385,380,"United Kingdom","No photography",Beaches,2019,1,January,5,Positive
30386,381,"United Kingdom","No photography",Beaches,2019,1,January,5,Positive
30387,382,India,"No photography",Beaches,2019,1,January,5,Positive
41379,382,India,"No photography",Beaches,2018,12,December,5,Positive
30388,383,Italy,"No photography",Beaches,2018,2,February,4,Positive
30390,384,Australia,"No photography",Beaches,2018,12,December,5,Positive
30391,385,Australia,"No photography",Beaches,2019,1,January,5,Positive
30392,386,Canada,"No photography",Beaches,2019,1,January,5,Positive
30393,387,"United Kingdom","No photography",Beaches,2018,12,December,5,Positive
30394,388,India,"No photography",Beaches,2018,12,December,5,Positive
30395,389,"United Kingdom","No photography",Beaches,2018,12,December,4,Positive
30396,390,"United Kingdom","No photography",Beaches,2018,12,December,4,Positive
30397,391,India,"No photography",Beaches,2018,12,December,4,Positive
30398,392,India,"No photography",Beaches,2018,6,June,5,Positive
41485,392,India,"No photography",Beaches,2019,1,January,5,Positive
55721,392,India,"No photography","Religious Sites",2018,12,December,5,Positive
30399,393,"New Zealand","No photography",Beaches,2018,12,December,5,Positive
30400,394,"United Kingdom","No photography",Beaches,2018,10,October,5,Positive
30401,395,India,"No photography",Beaches,2018,11,November,4,Positive
30402,396,"United Kingdom","No photography",Beaches,2018,11,November,4,Positive
30403,397,India,"No photography",Beaches,2018,11,November,5,Positive
30404,398,India,"No photography",Beaches,2018,10,October,5,Positive
30405,399,"United Kingdom","No photography",Beaches,2018,11,November,5,Positive
30406,400,India,"No photography",Beaches,2018,10,October,5,Positive
30407,401,Qatar,"No photography",Beaches,2018,10,October,5,Neutral
30408,402,China,"No photography",Beaches,2018,10,October,4,Positive
30409,403,"United States","No photography",Beaches,2018,10,October,5,Positive
30410,404,India,"No photography",Beaches,2018,10,October,5,Positive
30411,405,"United Kingdom","No photography",Beaches,2018,10,October,5,Positive
30412,406,India,"No photography",Beaches,2018,10,October,4,Positive
30413,407,"United Kingdom","No photography",Beaches,2018,6,June,5,Positive
30414,408,"United States","No photography",Beaches,2017,11,November,5,Positive
30415,409,India,"No photography",Beaches,2018,10,October,4,Positive
30417,411,"United Kingdom","No photography",Beaches,2018,9,September,5,Positive
30418,412,Switzerland,"No photography",Beaches,2018,10,October,4,Positive
30419,413,India,"No photography",Beaches,2018,10,October,3,Positive
30420,414,"United States","No photography",Beaches,2023,4,April,5,Positive
30421,415,"United Kingdom","No photography",Beaches,2022,12,December,5,Positive
30422,416,Australia,"No photography",Beaches,2022,12,December,3,Positive
30423,417,India,"No photography",Beaches,2022,11,November,4,Positive
30424,418,Poland,"No photography",Beaches,2022,10,October,5,Positive
30425,419,"South Africa","No photography",Beaches,2022,4,April,3,Positive
30426,420,"United Kingdom","No photography",Beaches,2022,1,January,5,Neutral
30427,421,Italy,"No photography",Beaches,2021,12,December,5,Positive
30428,422,China,"No photography",Beaches,2020,1,January,5,Positive
53207,423,Canada,"No photography","Religious Sites",2019,12,December,4,Positive
30430,424,Mexico,"No photography",Beaches,2020,1,January,5,Positive
30431,425,France,"No photography",Beaches,2020,1,January,5,Positive
30432,426,Croatia,"No photography",Beaches,2020,1,January,4,Positive
30433,427,Vietnam,"No photography",Beaches,2020,1,January,3,Positive
30434,428,Russia,"No photography",Beaches,2020,1,January,4,Positive
30435,429,Germany,"No photography",Beaches,2020,1,January,1,Negative
30436,430,Sweden,"No photography",Beaches,2020,1,January,5,Positive
30437,431,Sweden,"No photography",Beaches,2019,12,December,5,Positive
30439,433,India,"No photography",Beaches,2019,12,December,5,Positive
30440,434,India,"No photography",Beaches,2019,12,December,4,Positive
30442,436,Australia,"No photography",Beaches,2019,12,December,3,Negative
30443,437,"United Kingdom","No photography",Beaches,2020,4,April,5,Positive
30444,438,"United Kingdom","No photography",Beaches,2020,3,March,5,Positive
30445,439,"United Kingdom","No photography",Beaches,2020,1,January,5,Positive
30446,440,Australia,"No photography",Beaches,2020,3,March,5,Negative
30447,441,Germany,"No photography",Beaches,2020,3,March,1,Positive
30448,442,Ireland,"No photography",Beaches,2020,2,February,4,Positive
30449,443,India,"No photography",Beaches,2020,3,March,5,Positive
30450,444,"United Kingdom","No photography",Beaches,2020,2,February,4,Positive
42414,444,"United Kingdom","No photography","Bodies of Water",2020,3,March,3,Positive
30451,445,Sweden,"No photography",Beaches,2020,2,February,5,Positive
30452,446,Australia,"No photography",Beaches,2020,2,February,5,Positive
30453,447,Qatar,"No photography",Beaches,2020,2,February,5,Positive
30454,448,"United Kingdom","No photography",Beaches,2020,1,January,5,Positive
30455,449,Finland,"No photography",Beaches,2020,1,January,5,Positive
30456,450,"United Kingdom","No photography",Beaches,2019,11,November,5,Positive
30458,452,Japan,"No photography",Beaches,2018,12,December,3,Positive
30459,453,Singapore,"No photography",Beaches,2019,11,November,4,Positive
30461,455,Norway,"No photography",Beaches,2019,10,October,5,Positive
30462,456,Argentina,"No photography",Beaches,2019,9,September,4,Positive
30463,457,Australia,"No photography",Beaches,2019,9,September,1,Positive
30465,458,"United States","No photography",Beaches,2019,8,August,5,Positive
30466,459,Australia,"No photography",Beaches,2019,8,August,2,Neutral
30467,460,"United Kingdom","No photography",Beaches,2018,12,December,4,Positive
30468,461,Jordan,"No photography",Beaches,2019,1,January,5,Positive
30469,462,"New Zealand","No photography",Beaches,2019,6,June,5,Positive
30470,463,India,"No photography",Beaches,2019,3,March,4,Positive
30471,464,Malta,"No photography",Beaches,2019,2,February,5,Positive
30472,465,India,"No photography",Beaches,2019,6,June,3,Positive
30473,466,Hungary,"No photography",Beaches,2019,4,April,3,Negative
30474,467,"United Kingdom","No photography",Beaches,2019,3,March,5,Positive
30475,468,Australia,"No photography",Beaches,2019,4,April,2,Positive
30476,469,Australia,"No photography",Beaches,2019,4,April,3,Positive
30477,470,"United Kingdom","No photography",Beaches,2018,11,November,4,Positive
30478,471,Luxembourg,"No photography",Beaches,2019,4,April,3,Positive
30479,472,Australia,"No photography",Beaches,2019,4,April,4,Positive
44492,472,"United Kingdom","No photography",Farms,2015,8,August,4,Positive
30480,473,Australia,"No photography",Beaches,2019,2,February,5,Negative
30481,474,"United Arab Emirates","No photography",Beaches,2019,4,April,4,Positive
30482,475,"United Kingdom","No photography",Beaches,2019,4,April,4,Positive
41821,475,"United Kingdom","No photography",Beaches,2018,8,August,5,Positive
45250,475,"United Kingdom","No photography",Gardens,2017,4,April,3,Positive
46736,475,"United Kingdom","No photography","Historic Sites",2019,2,February,3,Positive
52318,475,"United Kingdom","No photography",Waterfalls,2016,2,February,3,Positive
44758,475,"United Kingdom","No photography",Farms,2017,7,July,4,Positive
30483,476,"United Kingdom","No photography",Beaches,2018,12,December,5,Positive
30484,477,Australia,"No photography",Beaches,2018,12,December,4,Positive
30485,478,Slovakia,"No photography",Beaches,2019,2,February,5,Positive
30486,479,"United States","No photography",Beaches,2019,1,January,5,Positive
30487,480,Netherlands,"No photography",Beaches,2019,2,February,1,Neutral
30488,481,"United Kingdom","No photography",Beaches,2019,2,February,4,Positive
30716,481,"United Kingdom","No photography",Beaches,2019,1,January,2,Neutral
30490,482,Vietnam,"No photography",Beaches,2019,2,February,4,Positive
30491,483,Europe,"No photography",Beaches,2019,2,February,2,Positive
41370,483,Europe,"No photography",Beaches,2019,1,January,5,Positive
30492,484,"United Kingdom","No photography",Beaches,2019,1,January,4,Positive
30493,485,Australia,"No photography",Beaches,2019,1,January,4,Neutral
30494,486,Canada,"No photography",Beaches,2019,1,January,5,Positive
30495,487,Canada,"No photography",Beaches,2019,1,January,1,Positive
30496,488,"United Kingdom","No photography",Beaches,2019,1,January,5,Positive
30497,489,"United Kingdom","No photography",Beaches,2019,1,January,2,Positive
30498,490,Australia,"No photography",Beaches,2019,1,January,5,Positive
30499,491,Belgium,"No photography",Beaches,2019,3,March,4,Positive
30500,492,"United Kingdom","No photography",Beaches,2019,2,February,4,Positive
50855,492,Australia,"No photography","Nature & Wildlife Areas",2019,3,March,5,Positive
30501,493,"United States","No photography",Beaches,2019,3,March,5,Positive
30502,494,Switzerland,"No photography",Beaches,2019,3,March,5,Positive
30503,495,"United States","No photography",Beaches,2018,4,April,1,Positive
30504,496,"United Kingdom","No photography",Beaches,2019,2,February,4,Positive
30505,497,"United Kingdom","No photography",Beaches,2019,2,February,3,Positive
30506,498,India,"No photography",Beaches,2019,2,February,3,Positive
30507,499,Slovenia,"No photography",Beaches,2019,2,February,3,Positive
30508,500,"United Kingdom","No photography",Beaches,2019,2,February,5,Positive
30509,501,"United Kingdom","No photography",Beaches,2019,2,February,5,Positive
30511,503,Russia,"No photography",Beaches,2019,2,February,5,Positive
30512,504,"United Kingdom","No photography",Beaches,2019,2,February,4,Positive
41327,504,"United Kingdom","No photography",Beaches,2019,3,March,1,Negative
30513,505,"United Kingdom","No photography",Beaches,2019,2,February,5,Positive
30514,506,"United Kingdom","No photography",Beaches,2018,9,September,5,Positive
30515,507,India,"No photography",Beaches,2017,11,November,5,Positive
30517,509,Australia,"No photography",Beaches,2018,10,October,4,Positive
30518,510,"United Kingdom","No photography",Beaches,2018,9,September,3,Positive
30520,512,"United States","No photography",Beaches,2018,10,October,4,Positive
30523,514,Singapore,"No photography",Beaches,2018,10,October,1,Negative
30524,515,"United States","No photography",Beaches,2018,4,April,5,Positive
30525,516,Portugal,"No photography",Beaches,2018,2,February,5,Positive
30526,517,Sweden,"No photography",Beaches,2018,8,August,3,Positive
30527,518,"United Kingdom","No photography",Beaches,2018,9,September,4,Positive
30528,519,"United Kingdom","No photography",Beaches,2017,10,October,4,Positive
30529,520,"United Kingdom","No photography",Beaches,2018,1,January,5,Positive
30530,521,"United Kingdom","No photography",Beaches,2019,1,January,3,Negative
30531,522,"United Kingdom","No photography",Beaches,2019,1,January,4,Positive
30532,523,"United Kingdom","No photography",Beaches,2019,1,January,5,Positive
45175,523,"United Kingdom","No photography",Gardens,2019,2,February,5,Positive
30533,524,Australia,"No photography",Beaches,2019,1,January,4,Positive
30534,525,"United Kingdom","No photography",Beaches,2019,1,January,2,Positive
30535,526,Slovakia,"No photography",Beaches,2019,1,January,5,Positive
30721,526,Slovakia,"No photography",Beaches,2019,2,February,4,Positive
30537,528,"United Kingdom","No photography",Beaches,2019,1,January,4,Positive
41689,528,"United Kingdom","No photography",Beaches,2018,12,December,5,Positive
30538,529,Ireland,"No photography",Beaches,2019,1,January,1,Negative
30539,530,Australia,"No photography",Beaches,2018,12,December,4,Positive
44310,530,Australia,"No photography",Farms,2019,1,January,4,Positive
44517,530,Australia,"No photography",Farms,2014,1,January,5,Positive
30540,531,Denmark,"No photography",Beaches,2019,1,January,4,Positive
30541,532,Romania,"No photography",Beaches,2019,1,January,5,Positive
30781,532,Romania,"No photography",Beaches,2018,12,December,5,Positive
30542,533,Armenia,"No photography",Beaches,2019,1,January,1,Negative
